mem num,zipcode
108804,48416
108808,48108
108810,48104
108810,48104
108810,48104
108810,48104
108818,48335
108818,48335
108818,48335
108818,48335
108818,48335
108826,48105
108826,48105
108826,48105
108826,48105
108826,48105
108826,48105
108830,482261899
108836,78703
108836,78703
108554,48130
108554,48130
108554,48130
108554,48130
108554,48130
108554,48130
108554,48130
108556,48108
108560,48105
108560,48105
108560,48105
108560,48105
108560,48105
108560,48105
108562,48103
108562,48103
108562,48103
108562,48103
108562,48103
108562,48103
108564,48103
108564,48103
108564,48103
108564,48103
108564,48103
108564,48103
108568,48103
108568,48103
108568,48103
108568,48103
108568,48103
108568,48103
108570,48176
108572,48105
108572,48105
108572,48105
108572,48105
108572,48105
108572,48105
108576,48109
108576,48109
108580,48334
108580,48334
108580,48334
108580,48334
108586,48105
108586,48105
108586,48105
108586,48105
108586,48105
108586,48105
108588,48103
108588,48103
108588,48103
108588,48103
108588,48103
108588,48103
108592,48104
108592,48104
108592,48104
108592,48104
108596,48103
108596,48103
108596,48103
108596,48103
108596,48103
108596,48103
108600,48301
108600,48301
108600,48301
108600,48301
108600,48301
108600,48301
108600,48301
108600,48301
108600,48301
108604,48198
108604,48198
108604,48198
108604,48198
108604,48198
108618,48169
108618,48169
108618,48169
108620,100312200
108626,48104
108626,48104
108626,48104
108626,48104
108628,48104
108628,48104
108628,48104
108628,48104
108632,48104
108632,48104
108632,48104
108632,48104
108634,48103
108634,48103
108634,48103
108634,48103
108634,48103
108634,48103
108638,48167
108638,48167
108638,48167
108642,48189
108642,48189
108642,48189
108642,48189
108646,48105
108646,48105
108646,48105
108646,48105
108646,48105
108646,48105
108654,48104
108654,48104
108654,48104
108654,48104
108656,48104
108656,48104
108656,48104
108656,48104
108660,48103
108660,48103
108660,48103
108660,48103
108660,48103
108660,48103
108662,48105
108662,48105
108662,48105
108662,48105
108662,48105
108662,48105
108664,48105
108664,48105
108664,48105
108664,48105
108664,48105
108664,48105
108668,48104
108668,48104
108668,48104
108668,48104
108670,48104
108670,48104
108670,48104
108670,48104
108672,48103
108672,48103
108672,48103
108672,48103
108672,48103
108672,48103
108674,48105
108674,48105
108674,48105
108674,48105
108674,48105
108674,48105
108678,48103
108678,48103
108678,48103
108678,48103
108678,48103
108678,48103
108680,48103
108680,48103
108680,48103
108680,48103
108680,48103
108680,48103
108686,48103
108686,48103
108686,48103
108686,48103
108686,48103
108686,48103
108688,48104
108688,48104
108688,48104
108688,48104
108692,48197
108692,48197
108692,48197
108692,48197
108692,48197
108692,48197
108382,48105
108382,48105
108382,48105
108382,48105
108382,48105
108382,48105
108394,48187
108394,48187
108398,48104
108398,48104
108398,48104
108398,48104
108402,48197
108402,48197
108402,48197
108402,48197
108402,48197
108402,48197
108404,48104
108404,48104
108404,48104
108404,48104
108406,48353
108410,48103
108410,48103
108410,48103
108410,48103
108410,48103
108410,48103
108412,48103
108412,48103
108412,48103
108412,48103
108412,48103
108412,48103
108422,48104
108422,48104
108422,48104
108422,48104
108426,48103
108426,48103
108426,48103
108426,48103
108426,48103
108426,48103
108430,48103
108430,48103
108430,48103
108430,48103
108430,48103
108430,48103
108432,48103
108432,48103
108432,48103
108432,48103
108432,48103
108432,48103
108438,48198
108438,48198
108438,48198
108438,48198
108438,48198
108440,48108
108444,48103
108444,48103
108444,48103
108444,48103
108444,48103
108444,48103
108450,48103
108450,48103
108450,48103
108450,48103
108450,48103
108450,48103
108454,48108
108460,48197
108460,48197
108460,48197
108460,48197
108460,48197
108460,48197
108464,48197
108464,48197
108464,48197
108464,48197
108464,48197
108464,48197
108468,48169
108468,48169
108468,48169
108470,48189
108470,48189
108470,48189
108470,48189
108476,48105
108476,48105
108476,48105
108476,48105
108476,48105
108476,48105
108480,48105
108480,48105
108480,48105
108480,48105
108480,48105
108480,48105
108482,48176
108486,48103
108486,48103
108486,48103
108486,48103
108486,48103
108486,48103
108488,48103
108488,48103
108488,48103
108488,48103
108488,48103
108488,48103
108492,48104
108492,48104
108492,48104
108492,48104
108496,48107
108496,48107
108504,48334
108504,48334
108504,48334
108504,48334
108506,48198
108506,48198
108506,48198
108506,48198
108506,48198
108508,48198
108508,48198
108508,48198
108508,48198
108508,48198
108516,48013
108532,48105
108532,48105
108532,48105
108532,48105
108532,48105
108532,48105
108536,48130
108536,48130
108536,48130
108536,48130
108536,48130
108536,48130
108536,48130
108540,48104
108540,48104
108540,48104
108540,48104
108542,48108
108546,48197
108546,48197
108546,48197
108546,48197
108546,48197
108546,48197
108548,48103
108548,48103
108548,48103
108548,48103
108548,48103
108548,48103
108550,48103
108550,48103
108550,48103
108550,48103
108550,48103
108550,48103
108220,48103
108220,48103
108220,48103
108220,48103
108220,48103
108220,48103
108222,48103
108222,48103
108222,48103
108222,48103
108222,48103
108222,48103
108226,48103
108226,48103
108226,48103
108226,48103
108226,48103
108226,48103
108232,55044
108232,55044
108232,55044
108234,48108
108236,48103
108236,48103
108236,48103
108236,48103
108236,48103
108236,48103
108238,48103
108238,48103
108238,48103
108238,48103
108238,48103
108238,48103
108240,48228
108242,48103
108242,48103
108242,48103
108242,48103
108242,48103
108242,48103
108244,48104
108244,48104
108244,48104
108244,48104
108250,48197
108250,48197
108250,48197
108250,48197
108250,48197
108250,48197
108254,48105
108254,48105
108254,48105
108254,48105
108254,48105
108254,48105
108256,48104
108256,48104
108256,48104
108256,48104
108266,68649
108266,68649
108268,48198
108268,48198
108268,48198
108268,48198
108268,48198
108274,49249
108280,48104
108280,48104
108280,48104
108280,48104
108284,48198
108284,48198
108284,48198
108284,48198
108284,48198
108286,48130
108286,48130
108286,48130
108286,48130
108286,48130
108286,48130
108286,48130
108288,48104
108288,48104
108288,48104
108288,48104
108292,48105
108292,48105
108292,48105
108292,48105
108292,48105
108292,48105
108298,48104
108298,48104
108298,48104
108298,48104
108300,48104
108300,48104
108300,48104
108300,48104
108306,48104
108306,48104
108306,48104
108306,48104
108316,48105
108316,48105
108316,48105
108316,48105
108316,48105
108316,48105
108318,48105
108318,48105
108318,48105
108318,48105
108318,48105
108318,48105
108320,48105
108320,48105
108320,48105
108320,48105
108320,48105
108320,48105
108322,48105
108322,48105
108322,48105
108322,48105
108322,48105
108322,48105
108324,48105
108324,48105
108324,48105
108324,48105
108324,48105
108324,48105
108326,48105
108326,48105
108326,48105
108326,48105
108326,48105
108326,48105
108328,48103
108328,48103
108328,48103
108328,48103
108328,48103
108328,48103
108332,48105
108332,48105
108332,48105
108332,48105
108332,48105
108332,48105
108336,48105
108336,48105
108336,48105
108336,48105
108336,48105
108336,48105
108342,48105
108342,48105
108342,48105
108342,48105
108342,48105
108342,48105
108344,48105
108344,48105
108344,48105
108344,48105
108344,48105
108344,48105
108346,48104
108346,48104
108346,48104
108346,48104
108358,48104
108358,48104
108358,48104
108358,48104
108362,48103
108362,48103
108362,48103
108362,48103
108362,48103
108362,48103
108364,48302
108364,48302
108364,48302
108364,48302
108364,48302
108364,48302
108364,48302
108368,48104
108368,48104
108368,48104
108368,48104
108372,48127
108372,48127
108378,48197
108378,48197
108378,48197
108378,48197
108378,48197
108378,48197
108072,48104
108072,48104
108072,48104
108072,48104
108074,48103
108074,48103
108074,48103
108074,48103
108074,48103
108074,48103
108076,48104
108076,48104
108076,48104
108076,48104
108084,48108
108086,48105
108086,48105
108086,48105
108086,48105
108086,48105
108086,48105
108088,48108
108090,48104
108090,48104
108090,48104
108090,48104
108094,48105
108094,48105
108094,48105
108094,48105
108094,48105
108094,48105
108100,48152
108100,48152
108104,48105
108104,48105
108104,48105
108104,48105
108104,48105
108104,48105
108110,48104
108110,48104
108110,48104
108110,48104
108114,48084
108120,48103
108120,48103
108120,48103
108120,48103
108120,48103
108120,48103
108124,48103
108124,48103
108124,48103
108124,48103
108124,48103
108124,48103
108126,48103
108126,48103
108126,48103
108126,48103
108126,48103
108126,48103
108128,48104
108128,48104
108128,48104
108128,48104
108134,48197
108134,48197
108134,48197
108134,48197
108134,48197
108134,48197
108138,48381
108138,48381
108142,48104
108142,48104
108142,48104
108142,48104
108146,48130
108146,48130
108146,48130
108146,48130
108146,48130
108146,48130
108146,48130
108148,48130
108148,48130
108148,48130
108148,48130
108148,48130
108148,48130
108148,48130
108150,48104
108150,48104
108150,48104
108150,48104
108152,48104
108152,48104
108152,48104
108152,48104
108154,48104
108154,48104
108154,48104
108154,48104
108158,48104
108158,48104
108158,48104
108158,48104
108160,48104
108160,48104
108160,48104
108160,48104
108166,48108
108168,48104
108168,48104
108168,48104
108168,48104
108172,48104
108172,48104
108172,48104
108172,48104
108178,33702
108178,33702
108178,33702
108182,48104
108182,48104
108182,48104
108182,48104
108188,48197
108188,48197
108188,48197
108188,48197
108188,48197
108188,48197
108198,48103
108198,48103
108198,48103
108198,48103
108198,48103
108198,48103
108200,48103
108200,48103
108200,48103
108200,48103
108200,48103
108200,48103
108204,48104
108204,48104
108204,48104
108204,48104
108208,48103
108208,48103
108208,48103
108208,48103
108208,48103
108208,48103
108214,48118
108214,48118
108214,48118
108214,48118
108214,48118
108214,48118
108214,48118
108216,48104
108216,48104
108216,48104
108216,48104
108218,48104
108218,48104
108218,48104
108218,48104
107912,48103
107912,48103
107912,48103
107912,48103
107912,48103
107912,48103
107916,98671
107922,48118
107922,48118
107922,48118
107922,48118
107922,48118
107922,48118
107922,48118
107924,48105
107924,48105
107924,48105
107924,48105
107924,48105
107924,48105
107926,48104
107926,48104
107926,48104
107926,48104
107928,48103
107928,48103
107928,48103
107928,48103
107928,48103
107928,48103
107930,48103
107930,48103
107930,48103
107930,48103
107930,48103
107930,48103
107936,48105
107936,48105
107936,48105
107936,48105
107936,48105
107936,48105
107938,48176
107940,48197
107940,48197
107940,48197
107940,48197
107940,48197
107940,48197
107948,48198
107948,48198
107948,48198
107948,48198
107948,48198
107952,48813
107952,48813
107954,48104
107954,48104
107954,48104
107954,48104
107958,48104
107958,48104
107958,48104
107958,48104
107966,48103
107966,48103
107966,48103
107966,48103
107966,48103
107966,48103
107968,48103
107968,48103
107968,48103
107968,48103
107968,48103
107968,48103
107976,48130
107976,48130
107976,48130
107976,48130
107976,48130
107976,48130
107976,48130
107978,48108
107986,48103
107986,48103
107986,48103
107986,48103
107986,48103
107986,48103
107988,48103
107988,48103
107988,48103
107988,48103
107988,48103
107988,48103
107990,48103
107990,48103
107990,48103
107990,48103
107990,48103
107990,48103
107996,48160
107996,48160
107996,48160
107996,48160
107996,48160
107996,48160
107996,48160
107996,48160
107996,48160
108000,48108
108004,48108
108008,48108
108010,48103
108010,48103
108010,48103
108010,48103
108010,48103
108010,48103
108012,48103
108012,48103
108012,48103
108012,48103
108012,48103
108012,48103
108018,48103
108018,48103
108018,48103
108018,48103
108018,48103
108018,48103
108022,48104
108022,48104
108022,48104
108022,48104
108026,48104
108026,48104
108026,48104
108026,48104
108030,48108
108036,48130
108036,48130
108036,48130
108036,48130
108036,48130
